,Nome_UF,co_ibge,Nome_Município,Hub_ind,muni_number
2972,Pernambuco,2612505,Santa Cruz do Capibaribe,1.0,1607
2973,Pernambuco,2612604,Santa Maria da Boa Vista,1.0,1609
2974,Bahia,2908507,Conceição do Jacuípe,0.0,1930
2975,Bahia,2910909,Firmino Alves,0.0,1959
2976,Bahia,2931509,Teofilândia,1.0,2216
2977,Bahia,2932002,Uauá,0.0,2221
2978,Bahia,2932457,Umburanas,0.0,2226
2979,Minas Gerais,3102050,Alto Caparaó,0.0,2265
2980,Minas Gerais,3108552,Brasilândia de Minas,0.0,2335
2981,Minas Gerais,3115706,Central de Minas,0.0,2416
2982,Minas Gerais,3131000,Inhaúma,0.0,2596
2983,Minas Gerais,3156908,Sacramento,1.0,2904
2984,Minas Gerais,3157005,Salinas,1.0,2905
2985,Minas Gerais,3160900,São Brás do Suaçuí,0.0,2952
2986,Minas Gerais,3166402,Seritinga,0.0,3024
2987,São Paulo,3544509,Rubinéia,0.0,3766
2988,Paraná,4117404,Ourizona,0.0,4155
2989,Santa Catarina,4214003,Presidente Getúlio,1.0,4519
2990,Santa Catarina,4218954,Urupema,0.0,4592
2991,Rio Grande do Sul,4300877,Araricá,0.0,4624
2992,Rio Grande do Sul,4301107,Arroio dos Ratos,1.0,4629
2993,Rio Grande do Sul,4301651,Barão,0.0,4637
2994,Rio Grande do Sul,4316303,Roque Gonzales,0.0,4958
2995,Rio Grande do Sul,4317202,Santa Rosa,1.0,4975
2996,Rio Grande do Sul,4318499,São José do Inhacorá,0.0,4999
2997,Goiás,5200506,Aloândia,0.0,5331
2998,Goiás,5203104,Baliza,0.0,5352
2999,Acre,1200435,Santa Rosa do Purus,0.0,68
3000,Amazonas,1303700,Santo Antônio do Içá,0.0,124
3001,Pará,1506559,Santa Luzia do Pará,0.0,260
3002,Amapá,1600600,Santana,0.0,308
3003,Maranhão,2102036,Bom Jesus das Selvas,0.0,484
3004,Ceará,2302909,Capistrano,0.0,925
3005,Ceará,2304954,Guaiúba,1.0,957
3006,Paraíba,2511905,Pitimbu,0.0,1388
3007,Pernambuco,2605608,Flores,1.0,1527
3008,Alagoas,2703304,Inhapi,0.0,1685
3009,Sergipe,2802700,Ilha das Flores,0.0,1776
3010,Bahia,2919157,Lapão,0.0,2056
3011,Bahia,2927705,Santa Cruz Cabrália,0.0,2165
3012,Minas Gerais,3136900,Juruaia,0.0,2665
3013,Minas Gerais,3137106,Lagamar,0.0,2668
3014,Minas Gerais,3141405,Medina,1.0,2722
3015,Minas Gerais,3163904,São Pedro da União,0.0,2993
3016,São Paulo,3500550,Águas de Santa Bárbara,0.0,3272
3017,São Paulo,3526209,Juquitiba,1.0,3563
3018,Paraná,4104709,Carlópolis,0.0,3979
3019,Paraná,4109906,Icaraíma,0.0,4053
3020,Paraná,4115903,Mirador,0.0,4132
3021,Santa Catarina,4201901,Aurora,0.0,4335
3022,Santa Catarina,4207858,Irati,0.0,4432
3023,Santa Catarina,4208807,Jaguaruna,0.0,4443
3024,Rio Grande do Sul,4305124,Cerrito,0.0,4703
3025,Amazonas,1304104,Tapauá,0.0,130
3026,Pará,1505437,Ourilândia do Norte,1.0,236
3027,Amapá,1600212,Cutias,0.0,299
3028,Tocantins,1717206,Piraquê,0.0,409
3029,Maranhão,2100956,Arame,0.0,466
3030,Maranhão,2112803,Viana,0.0,662
3031,Piauí,2204501,Guadalupe,0.0,757
3032,Piauí,2211605,Vila Nova do Piauí,1.0,889
3033,Ceará,2312304,São Benedito,1.0,1051
3034,Pernambuco,2602407,Brejão,0.0,1490
3035,Alagoas,2705200,Messias,0.0,1705
3036,Bahia,2912400,Ibipeba,0.0,1977
3037,Minas Gerais,3112208,Capela Nova,0.0,2376
3038,Minas Gerais,3112703,Capitão Enéas,0.0,2382
3039,Minas Gerais,3112901,Caputira,0.0,2384
3040,Minas Gerais,3139102,Madre de Deus de Minas,0.0,2694
3041,Minas Gerais,3153103,Presidente Bernardes,0.0,2863
3042,São Paulo,3512704,Corumbataí,0.0,3408
3043,São Paulo,3517505,Guapiaçu,0.0,3466
3044,São Paulo,3517604,Guapiara,0.0,3467
3045,São Paulo,3552700,Tabatinga,0.0,3854
3046,Paraná,4125753,São Pedro do Iguaçu,0.0,4265
3047,Paraná,4126108,São Tomé,0.0,4269
3048,Santa Catarina,4203907,Capinzal,0.0,4370
3049,Santa Catarina,4209151,José Boiteux,0.0,4448
3050,Santa Catarina,4209607,Lauro Müller,1.0,4455
3051,Santa Catarina,4211751,Otacílio Costa,0.0,4486
3052,Santa Catarina,4212254,Passo de Torres,0.0,4497
3053,Mato Grosso,5107875,Sapezal,1.0,5304
3054,Goiás,5200902,Amorinópolis,0.0,5337
3055,Goiás,5219209,Santa Cruz de Goiás,0.0,5524
3056,Amazonas,1301506,Envira,0.0,96
3057,Pará,1502509,Chaves,0.0,187
3058,Amapá,1600105,Amapá,0.0,296
3059,Amapá,1600154,Pedra Branca do Amapari,0.0,297
3060,Amapá,1600709,Tartarugalzinho,0.0,309
3061,Tocantins,1718899,Santa Rita do Tocantins,0.0,427
3062,Piauí,2201572,Belém do Piauí,0.0,691
3063,Piauí,2208007,Picos,1.0,826
3064,Piauí,2211001,Teresina,1.0,882
3065,Alagoas,2701209,Cacimbinhas,0.0,1661
3066,Bahia,2916609,Itapitanga,0.0,2022
3067,Bahia,2927200,Ruy Barbosa,0.0,2160
3068,Bahia,2930709,Simões Filho,1.0,2203
3069,Bahia,2932408,Uibaí,0.0,2225
3070,Bahia,2933000,Valente,0.0,2232
3071,Minas Gerais,3104700,Ataléia,0.0,2295
3072,Minas Gerais,3107109,Boa Esperança,1.0,2319
3073,Minas Gerais,3143500,Morada Nova de Minas,0.0,2746
3074,Minas Gerais,3150570,Pintópolis,0.0,2835
3075,Minas Gerais,3152808,Prata,1.0,2860
3076,Minas Gerais,3171006,Vazante,0.0,3081
3077,São Paulo,3522208,Itapecerica da Serra,0.0,3521
3078,São Paulo,3532603,Nhandeara,1.0,3632
3079,São Paulo,3535606,Paraibuna,1.0,3667
3080,São Paulo,3538709,Piracicaba,1.0,3700
3081,São Paulo,3543253,Ribeirão Grande,0.0,3752
3082,São Paulo,3550704,São Sebastião,0.0,3833
3083,Paraná,4104501,Capanema,1.0,3976
3084,Paraná,4117305,Ortigueira,0.0,4154
3085,Paraná,4118501,Pato Branco,1.0,4168
3086,Paraná,4120408,Presidente Castelo Branco,0.0,4195
3087,Santa Catarina,4209904,Lontras,0.0,4459
3088,Santa Catarina,4211900,Palhoça,0.0,4491
3089,Rio Grande do Sul,4304630,Capão da Canoa,0.0,4688
3090,Rio Grande do Sul,4312757,Nova Alvorada,0.0,4876
3091,Rio Grande do Sul,4321501,Torres,1.0,5057
3092,Mato Grosso do Sul,5002001,Batayporã,0.0,5115
3093,Mato Grosso do Sul,5006903,Porto Murtinho,0.0,5165
3094,Goiás,5215405,Ouro Verde de Goiás,0.0,5492
3095,Amazonas,1300300,Autazes,0.0,80
3096,Amazonas,1301001,Carauari,0.0,90
3097,Pará,1507102,São Caetano de Odivelas,0.0,267
3098,Tocantins,1700350,Aliança do Tocantins,1.0,313
3099,Rio Grande do Norte,2406908,Lucrécia,0.0,1150
3100,Paraíba,2511202,Pedras de Fogo,0.0,1381
3101,Pernambuco,2601508,Belém de Maria,0.0,1481
3102,Alagoas,2705309,Minador do Negrão,0.0,1706
3103,Sergipe,2803302,Japaratuba,0.0,1782
3104,Bahia,2911808,Guaratinga,0.0,1970
3105,Bahia,2915700,Itamari,0.0,2013
3106,Bahia,2919702,Macarani,0.0,2063
3107,Bahia,2930154,Serra do Ramalho,1.0,2197
3108,Minas Gerais,3101409,Albertina,0.0,2257
3109,Minas Gerais,3122306,Divinópolis,1.0,2490
3110,Minas Gerais,3124005,Ervália,0.0,2512
3111,Minas Gerais,3162906,São João Nepomuceno,1.0,2980
3112,Espírito Santo,3203007,Iúna,1.0,3134
3113,São Paulo,3532405,Nazaré Paulista,1.0,3630
3114,São Paulo,3541059,Pratânia,0.0,3727
3115,São Paulo,3544806,Sales,0.0,3769
3116,São Paulo,3548401,Santópolis do Aguapeí,0.0,3808
3117,Paraná,4106555,Corumbataí do Sul,0.0,3999
3118,Paraná,4110904,Itaguajé,0.0,4066
3119,Paraná,4119301,Pinhão,1.0,4179
3120,Paraná,4121752,Reserva do Iguaçu,0.0,4213
3121,Paraná,4127403,Terra Roxa,0.0,4287
3122,Santa Catarina,4203204,Camboriú,0.0,4362
3123,Santa Catarina,4214102,Presidente Nereu,0.0,4520
3124,Santa Catarina,4214706,Rio dos Cedros,0.0,4527
3125,Rio Grande do Sul,4316501,Salvador do Sul,0.0,4964
3126,Rio Grande do Sul,4318440,São Jorge,0.0,4995
3127,Rio Grande do Sul,4318705,São Leopoldo,1.0,5004
3128,Mato Grosso,5100409,Alto Garças,1.0,5187
3129,Mato Grosso,5108600,Vila Rica,1.0,5318
3130,Goiás,5206305,Cristianópolis,0.0,5394
3131,Rondônia,1101450,Parecis,0.0,41
3132,Pará,1508126,Ulianópolis,0.0,289
3133,Tocantins,1716653,Pequizeiro,0.0,406
3134,Ceará,2310407,Paramoti,0.0,1026
3135,Bahia,2901957,Apuarema,0.0,1849
3136,Bahia,2930907,Tabocas do Brejo Velho,0.0,2208
3137,Minas Gerais,3156106,Ritápolis,0.0,2895
3138,São Paulo,3503109,Arandu,0.0,3301
3139,São Paulo,3509502,Campinas,1.0,3375
3140,São Paulo,3540507,Porangaba,1.0,3719
3141,Paraná,4100301,Agudos do Sul,0.0,3914
3142,Santa Catarina,4201406,Araranguá,1.0,4329
3143,Santa Catarina,4210001,Luiz Alves,0.0,4460
3144,Rio Grande do Sul,4314050,Parobé,1.0,4907
3145,Mato Grosso do Sul,5004106,Guia Lopes da Laguna,0.0,5139
3146,Mato Grosso,5102686,Campos de Júlio,1.0,5205
3147,Goiás,5205406,Ceres,1.0,5384
3148,Goiás,5215900,Palminópolis,0.0,5498
3149,Rondônia,1100031,Cabixi,0.0,2
3150,Amazonas,1303809,São Gabriel da Cachoeira,0.0,125
3151,Tocantins,1713700,Monte Santo do Tocantins,0.0,388
3152,Piauí,2205201,Jaicós,1.0,767
3153,Piauí,2207900,Pedro II,0.0,823
3154,Piauí,2209658,São Francisco de Assis do Piauí,0.0,852
3155,Ceará,2303006,Caridade,0.0,926
3156,Rio Grande do Norte,2413102,Senador Elói de Souza,0.0,1217
3157,Paraíba,2501807,Bayeux,0.0,1267
3158,Paraíba,2506806,Ingá,1.0,1330
3159,Alagoas,2702405,Delmiro Gouveia,1.0,1675
3160,Bahia,2921054,Matina,0.0,2080
3161,Bahia,2928059,Santa Luzia,0.0,2169
3162,Minas Gerais,3114501,Carmópolis de Minas,0.0,2400
3163,Minas Gerais,3146750,Palmópolis,0.0,2791
3164,Espírito Santo,3200607,Aracruz,0.0,3105
3165,São Paulo,3512803,Cosmópolis,0.0,3409
3166,São Paulo,3522307,Itapetininga,1.0,3522
3167,Paraná,4110078,Imbaú,1.0,4056
3168,Paraná,4126306,Sengés,1.0,4273
3169,Santa Catarina,4201257,Apiúna,0.0,4326
3170,Rio Grande do Sul,4319125,São Martinho da Serra,0.0,5009
3171,Mato Grosso,5101209,Araguainha,0.0,5192
3172,Mato Grosso,5103007,Chapada dos Guimarães,1.0,5210
3173,Mato Grosso,5106109,Nossa Senhora do Livramento,0.0,5252
3174,Goiás,5212105,Joviânia,0.0,5453
3175,Goiás,5220686,Simolândia,0.0,5549
3176,Pará,1505205,Oeiras do Pará,0.0,233
3177,Maranhão,2111409,São Luís Gonzaga do Maranhão,0.0,636
3178,Piauí,2203206,Curimatá,1.0,734
3179,Piauí,2209104,Santa Cruz do Piauí,0.0,841
3180,Ceará,2305001,Guaraciaba do Norte,1.0,958
3181,Rio Grande do Norte,2406502,Lagoa Nova,0.0,1146
3182,Pernambuco,2610301,Paranatama,0.0,1582
3183,Alagoas,2704005,Junqueiro,0.0,1693
3184,Alagoas,2709152,Teotônio Vilela,1.0,1748
3185,Sergipe,2801207,Canindé de São Francisco,1.0,1762
3186,Bahia,2900108,Abaíra,0.0,1827
3187,Bahia,2922755,Nova Ibiá,0.0,2103
3188,Bahia,2924603,Pindobaçu,0.0,2127
3189,Bahia,2928802,Santo Estêvão,1.0,2177
3190,Minas Gerais,3102308,Alvinópolis,0.0,2268
3191,Minas Gerais,3122900,Dona Eusébia,0.0,2499
3192,Minas Gerais,3134509,Itutinga,1.0,2633
3193,Minas Gerais,3145901,Ouro Branco,1.0,2780
3194,Minas Gerais,3153608,Prudente de Morais,1.0,2868
3195,Minas Gerais,3156403,Romaria,0.0,2898
3196,Minas Gerais,3160801,São Bento Abade,0.0,2951
3197,Minas Gerais,3168705,Timóteo,1.0,3049
3198,Minas Gerais,3169703,Turmalina,1.0,3061
3199,São Paulo,3514403,Dracena,1.0,3426
3200,São Paulo,3520004,Igaraçu do Tietê,0.0,3495
3201,São Paulo,3548906,São Carlos,1.0,3813
3202,Paraná,4120333,Prado Ferreira,0.0,4193
3203,Paraná,4127205,Terra Boa,0.0,4285
3204,Santa Catarina,4211009,Mondaí,0.0,4474
3205,Goiás,5213087,Minaçu,1.0,5465
3206,Amazonas,1300144,Apuí,0.0,78
3207,Amapá,1600253,Itaubal,0.0,301
3208,Tocantins,1709302,Guaraí,1.0,367
3209,Maranhão,2100154,Água Doce do Maranhão,0.0,452
3210,Ceará,2303956,Chorozinho,1.0,938
3211,Ceará,2311009,Poranga,0.0,1034
3212,Rio Grande do Norte,2402709,Cerro Corá,0.0,1104
3213,Pernambuco,2605509,Ferreiros,0.0,1526
3214,Bahia,2911204,Gandu,1.0,1962
3215,Bahia,2915403,Itaju do Colônia,0.0,2010
3216,Minas Gerais,3120839,Cuparaque,0.0,2473
3217,Espírito Santo,3200409,Anchieta,0.0,3103
3218,Espírito Santo,3204500,Santa Leopoldina,0.0,3158
3219,São Paulo,3510609,Carapicuíba,0.0,3388
3220,São Paulo,3510906,Cássia dos Coqueiros,0.0,3391
3221,São Paulo,3520442,Ilha Solteira,1.0,3501
3222,Paraná,4121208,Quitandinha,0.0,4205
3223,Santa Catarina,4204400,Coronel Freitas,0.0,4381
3224,Rio Grande do Sul,4309308,Guaíba,0.0,4793
3225,Rio Grande do Sul,4315073,Porto Vera Cruz,0.0,4934
3226,Rio Grande do Sul,4315206,Putinga,0.0,4940
3227,Rio Grande do Sul,4323804,Xangri-lá,0.0,5102
3228,Goiás,5208004,Formosa,1.0,5410
3229,Tocantins,1703826,Cachoeirinha,0.0,339
3230,Maranhão,2101509,Barão de Grajaú,1.0,474
3231,Maranhão,2107407,Olho d'Água das Cunhãs,0.0,577
3232,Piauí,2208304,Piracuruca,1.0,829
3233,Ceará,2307403,Jucás,0.0,990
3234,Rio Grande do Norte,2412104,São João do Sabugi,0.0,1206
3235,Paraíba,2509206,Massaranduba,0.0,1357
3236,Alagoas,2708204,São Brás,0.0,1737
3237,Bahia,2907301,Castro Alves,0.0,1917
3238,Bahia,2929800,Saúde,0.0,2193
3239,Minas Gerais,3138005,Laranjal,0.0,2678
3240,Minas Gerais,3145307,Novo Cruzeiro,0.0,2769
3241,Minas Gerais,3157609,Santa Fé de Minas,0.0,2915
3242,Minas Gerais,3170404,Unaí,1.0,3069
3243,Rio de Janeiro,3304524,Rio das Ostras,1.0,3241
3244,São Paulo,3505609,Barrinha,0.0,3330
3245,São Paulo,3516200,Franca,1.0,3452
3246,São Paulo,3516606,Gália,1.0,3456
3247,São Paulo,3545001,Salesópolis,0.0,3771
3248,São Paulo,3548005,Santo Antônio de Posse,0.0,3803
3249,Santa Catarina,4212650,Pescaria Brava,0.0,4503
3250,Rio Grande do Sul,4312005,Mariano Moro,0.0,4852
3251,Rio Grande do Sul,4314209,Pedro Osório,0.0,4914
3252,Rio Grande do Sul,4321907,Três Passos,1.0,5066
3253,Mato Grosso do Sul,5002951,Chapadão do Sul,1.0,5125
3254,Mato Grosso,5103601,Dom Aquino,0.0,5223
3255,Mato Grosso,5103908,General Carneiro,1.0,5227
3256,Acre,1200179,Capixaba,0.0,56
3257,Acre,1200450,Senador Guiomard,0.0,69
3258,Amazonas,1300086,Anamã,0.0,76
3259,Pará,1502905,Curuçá,0.0,195
3260,Pará,1506807,Santarém,1.0,264
3261,Tocantins,1715705,Palmeirante,0.0,399
3262,Maranhão,2111631,São Raimundo do Doca Bezerra,0.0,641
3263,Piauí,2206209,Miguel Alves,0.0,793
3264,Piauí,2210508,São Pedro do Piauí,1.0,871
3265,Ceará,2303709,Caucaia,0.0,934
3266,Rio Grande do Norte,2404853,Itajá,0.0,1128
3267,Rio Grande do Norte,2413003,São Vicente,0.0,1216
3268,Rio Grande do Norte,2414209,Tibau do Sul,0.0,1231
3269,Pernambuco,2604809,Cortês,0.0,1517
3270,Pernambuco,2612109,Salgadinho,0.0,1601
3271,Alagoas,2706802,Piaçabuçu,0.0,1723
3272,Alagoas,2707503,Porto Real do Colégio,1.0,1730
3273,Bahia,2914653,Itabela,1.0,2001
3274,Bahia,2930204,Sento Sé,0.0,2198
3275,Bahia,2930600,Serrolândia,0.0,2202
3276,Minas Gerais,3124401,Espírito Santo do Dourado,0.0,2516
3277,Minas Gerais,3133402,Itapagipe,0.0,2621
3278,Rio de Janeiro,3300407,Barra Mansa,1.0,3182
3279,São Paulo,3500600,Águas de São Pedro,1.0,3273
3280,São Paulo,3509007,Caieiras,0.0,3368
3281,São Paulo,3513207,Cristais Paulista,0.0,3413
3282,São Paulo,3515350,Euclides da Cunha Paulista,0.0,3442
3283,São Paulo,3516804,Gastão Vidigal,0.0,3458
3284,São Paulo,3523503,Itatinga,1.0,3535
3285,São Paulo,3530805,Mogi Mirim,1.0,3612
3286,São Paulo,3534807,Ouro Verde,0.0,3659
3287,São Paulo,3537156,Pedrinhas Paulista,0.0,3685
3288,Paraná,4117206,Nova Olímpia,0.0,4148
3289,Rio Grande do Sul,4305959,Cotiporã,0.0,4725
3290,Rio Grande do Sul,4309605,Horizontina,1.0,4798
3291,Rio Grande do Sul,4314787,Ponte Preta,0.0,4929
3292,Mato Grosso,5103205,Colíder,1.0,5213
3293,Goiás,5200605,Alto Paraíso de Goiás,0.0,5333
3294,Goiás,5210109,Ipameri,1.0,5433
3295,Pará,1506401,Santa Cruz do Arari,0.0,258
3296,Maranhão,2108405,Peri Mirim,0.0,590
3297,Maranhão,2110401,São Benedito do Rio Preto,0.0,620
3298,Ceará,2309300,Nova Russas,1.0,1013
3299,Ceará,2313104,Tabuleiro do Norte,0.0,1059
3300,Ceará,2313351,Tejuçuoca,0.0,1063
3301,Paraíba,2500106,Água Branca,0.0,1242
3302,Bahia,2910800,Feira de Santana,1.0,1957
3303,Minas Gerais,3102100,Alto Rio Doce,0.0,2266
3304,Minas Gerais,3105103,Bambuí,1.0,2299
3305,Minas Gerais,3108503,Botumirim,0.0,2334
3306,Minas Gerais,3151503,Piumhi,1.0,2845
3307,São Paulo,3526704,Leme,1.0,3568
3308,São Paulo,3552502,Suzano,0.0,3851
3309,Paraná,4121257,Ramilândia,0.0,4206
3310,Paraná,4124053,Santa Terezinha de Itaipu,0.0,4244
3311,Rio Grande do Sul,4303301,Caibaté,0.0,4669
3312,Rio Grande do Sul,4315156,Progresso,0.0,4938
3313,Mato Grosso,5103304,Comodoro,1.0,5215
3314,Goiás,5219100,Santa Bárbara de Goiás,0.0,5523
3315,Pará,1503200,Igarapé-Açu,0.0,203
3316,Pará,1508050,Trairão,0.0,286
3317,Piauí,2205409,Joaquim Pires,0.0,772
3318,Rio Grande do Norte,2404309,Governador Dix-Sept Rosado,0.0,1122
3319,Paraíba,2508406,Lastro,0.0,1346
3320,Pernambuco,2609303,Mirandiba,0.0,1572
3321,Pernambuco,2616506,Xexéu,1.0,1649
3322,Sergipe,2806602,Santo Amaro das Brotas,0.0,1816
3323,Bahia,2904852,Cabaceiras do Paraguaçu,0.0,1887
3324,Minas Gerais,3107208,Bocaina de Minas,0.0,2320
3325,Minas Gerais,3143708,Morro do Pilar,0.0,2748
3326,Minas Gerais,3145000,Nova Ponte,0.0,2765
3327,Rio de Janeiro,3303401,Nova Friburgo,1.0,3223
3328,Rio de Janeiro,3304409,Rio Claro,0.0,3239
3329,São Paulo,3505302,Barra Bonita,0.0,3326
3330,São Paulo,3548203,Santo Antônio do Pinhal,0.0,3806
3331,Paraná,4103057,Boa Vista da Aparecida,0.0,3950
3332,Paraná,4110607,Iporã,1.0,4062
3333,Paraná,4118006,Paraíso do Norte,0.0,4162
3334,Paraná,4126652,Sulina,0.0,4278
3335,Santa Catarina,4215703,Santo Amaro da Imperatriz,0.0,4546
3336,Santa Catarina,4218608,Trombudo Central,1.0,4586
3337,Rio Grande do Sul,4305447,Chuvisca,0.0,4713
3338,Rio Grande do Sul,4309654,Hulha Negra,0.0,4799
3339,Rio Grande do Sul,4315750,Riozinho,0.0,4951
3340,Rio Grande do Sul,4320909,Tapejara,1.0,5044
3341,Mato Grosso,5107354,São José do Xingu,0.0,5292
3342,Mato Grosso,5108105,Tesouro,0.0,5312
3343,Goiás,5212253,Lagoa Santa,0.0,5455
3344,Tocantins,1706100,Cristalândia,0.0,352
3345,Maranhão,2103307,Codó,1.0,508
3346,Piauí,2205565,Lagoa do Barro do Piauí,0.0,780
3347,Piauí,2205607,Landri Sales,0.0,784
3348,Ceará,2309508,Orós,0.0,1016
3349,Rio Grande do Norte,2404101,Galinhos,0.0,1120
3350,Rio Grande do Norte,2413508,Serrinha,0.0,1222
3351,Rio Grande do Norte,2413805,Taboleiro Grande,0.0,1226
3352,Paraíba,2514206,São José da Lagoa Tapada,0.0,1426
3353,Pernambuco,2602100,Bom Conselho,1.0,1487
3354,Pernambuco,2613602,São José do Egito,1.0,1619
3355,Alagoas,2702355,Craíbas,0.0,1674
3356,Minas Gerais,3108800,Braúnas,0.0,2338
3357,Minas Gerais,3167806,Soledade de Minas,0.0,3039
3358,Minas Gerais,3168101,Tapira,0.0,3043
3359,Minas Gerais,3169356,Três Marias,1.0,3057
3360,São Paulo,3520806,Inúbia Paulista,1.0,3505
3361,São Paulo,3530102,Mirandópolis,1.0,3605
3362,São Paulo,3554656,Torre de Pedra,0.0,3877
3363,Paraná,4105706,Clevelândia,1.0,3989
3364,Paraná,4123907,Santa Mariana,0.0,4240
3365,Paraná,4127908,Tuneiras do Oeste,0.0,4294
3366,Santa Catarina,4206652,Guatambú,0.0,4414
3367,Rio Grande do Sul,4308409,Formigueiro,0.0,4776
3368,Rio Grande do Sul,4316600,Sananduva,0.0,4965
3369,Rio Grande do Sul,4316972,Santa Margarida do Sul,0.0,4972
3370,Goiás,5219258,Santa Fé de Goiás,0.0,5525
3371,Goiás,5220280,São Patrício,0.0,5544
3372,Piauí,2202737,Coivaras,0.0,726
3373,Piauí,2203420,Domingos Mourão,0.0,741
3374,Rio Grande do Norte,2400703,Alto do Rodrigues,0.0,1081
3375,Paraíba,2503704,Cajazeiras,1.0,1289
3376,Paraíba,2509339,Matinhas,0.0,1359
3377,Pernambuco,2603900,Carnaíba,1.0,1506
3378,Pernambuco,2606606,Ibimirim,0.0,1537
3379,Pernambuco,2614709,Tacaimbó,0.0,1630
3380,Bahia,2911709,Guanambi,1.0,1969
3381,Minas Gerais,3105608,Barbacena,1.0,2304
3382,Minas Gerais,3108008,Bom Sucesso,1.0,2328
3383,Minas Gerais,3129400,Ibertioga,0.0,2576
3384,Paraná,4119707,Planaltina do Paraná,0.0,4184
3385,Santa Catarina,4212403,Pedras Grandes,0.0,4500
3386,Rio Grande do Sul,4301008,Arroio do Meio,1.0,4626
3387,Rio Grande do Sul,4305355,Charqueadas,0.0,4709
3388,Rio Grande do Sul,4306007,Crissiumal,0.0,4727
3389,Rio Grande do Sul,4308433,Forquetinha,0.0,4777
3390,Rio Grande do Sul,4316709,Santa Bárbara do Sul,1.0,4966
3391,Mato Grosso do Sul,5007554,Santa Rita do Pardo,0.0,5171
3392,Goiás,5204409,Caiapônia,0.0,5369
3393,Goiás,5221007,Taquaral de Goiás,0.0,5551
3394,Tocantins,1700301,Aguiarnópolis,0.0,312
3395,Tocantins,1708205,Formoso do Araguaia,0.0,363
3396,Piauí,2201770,Boa Hora,0.0,695
3397,Paraíba,2513927,São Bentinho,0.0,1420
3398,Pernambuco,2608602,Lagoa do Ouro,0.0,1563
3399,Sergipe,2801405,Carira,0.0,1764
3400,Sergipe,2802007,Divina Pastora,0.0,1769
3401,Bahia,2905206,Caetité,1.0,1892
3402,Bahia,2918456,Jucuruçu,0.0,2045
3403,Bahia,2925402,Potiraguá,0.0,2138
3404,Bahia,2931103,Tanquinho,0.0,2211
3405,Minas Gerais,3100104,Abadia dos Dourados,0.0,2244
3406,Minas Gerais,3106309,Belo Oriente,0.0,2310
3407,Minas Gerais,3109600,Cachoeira da Prata,1.0,2348
3408,Minas Gerais,3124302,Espinosa,1.0,2515
3409,Rio de Janeiro,3300803,Cachoeiras de Macacu,1.0,3187
3410,Rio de Janeiro,3301207,Carmo,0.0,3194
3411,São Paulo,3502606,Aparecida d'Oeste,0.0,3295
3412,São Paulo,3506805,Bocaina,0.0,3343
3413,São Paulo,3539103,Pirapora do Bom Jesus,1.0,3704
3414,Paraná,4101804,Araucária,0.0,3933
3415,Paraná,4116406,Nossa Senhora das Graças,0.0,4138
3416,Paraná,4117453,Ouro Verde do Oeste,0.0,4156
3417,Rio Grande do Sul,4301305,Arroio Grande,0.0,4631
3418,Rio Grande do Sul,4309571,Herveiras,0.0,4797
3419,Rio Grande do Sul,4310405,Independência,0.0,4811
3420,Rio Grande do Sul,4312385,Monte Belo do Sul,0.0,4863
3421,Goiás,5213103,Mineiros,1.0,5466
3422,Rondônia,1100023,Ariquemes,1.0,1
3423,Maranhão,2104800,Grajaú,1.0,533
3424,Ceará,2302701,Campos Sales,1.0,923
3425,Ceará,2306256,Itaitinga,0.0,976
3426,Paraíba,2512762,Riachão do Poço,0.0,1402
3427,Pernambuco,2601300,Barra de Guabiraba,0.0,1479
3428,Sergipe,2805000,Pedra Mole,0.0,1800
3429,Minas Gerais,3100203,Abaeté,1.0,2245
3430,Minas Gerais,3102001,Alterosa,0.0,2264
3431,Minas Gerais,3144805,Nova Lima,0.0,2763
3432,Minas Gerais,3159506,Santa Rita do Itueto,0.0,2937
3433,Minas Gerais,3165578,Senador Amaral,0.0,3015
3434,São Paulo,3541901,Queluz,1.0,3737
3435,Paraná,4112959,Juranda,0.0,4091
3436,Paraná,4116208,Morretes,0.0,4136
3437,Rio Grande do Sul,4305173,Cerro Grande do Sul,0.0,4706
3438,Rio Grande do Sul,4307906,Farroupilha,1.0,4768
3439,Rio Grande do Sul,4312179,Mato Queimado,0.0,4857
3440,Rio Grande do Sul,4313375,Nova Santa Rita,0.0,4890
3441,Rio Grande do Sul,4320503,Sertão,0.0,5035
3442,Goiás,5209903,Iaciara,0.0,5429
3443,Pará,1502772,Curionópolis,1.0,192
3444,Tocantins,1707702,Filadélfia,0.0,362
3445,Tocantins,1718840,Sandolândia,0.0,424
3446,Piauí,2201929,Bonfim do Piauí,0.0,699
3447,Piauí,2203008,Cristalândia do Piauí,0.0,732
3448,Ceará,2309102,Mulungu,0.0,1011
3449,Rio Grande do Norte,2413706,Sítio Novo,0.0,1225
3450,Paraíba,2503209,Cabedelo,0.0,1283
3451,Paraíba,2507606,Juarez Távora,0.0,1338
3452,Pernambuco,2602803,Buíque,0.0,1494
3453,Pernambuco,2603207,Caetés,0.0,1498
3454,Pernambuco,2608255,Jucati,0.0,1558
3455,Alagoas,2707701,Rio Largo,0.0,1732
3456,Bahia,2910602,Esplanada,1.0,1952
3457,Bahia,2923407,Palmas de Monte Alto,0.0,2114
3458,Minas Gerais,3105905,Barroso,0.0,2306
